Year,State,Value
2017,SOUTH DAKOTA,"47,280"
2017,SOUTH DAKOTA, (D)
2017,SOUTH DAKOTA, (D)
2017,SOUTH DAKOTA,"3,000"
2017,TENNESSEE,"8,549"
2017,TENNESSEE,"4,320"
2017,TENNESSEE,"24,812"
2017,TENNESSEE,"3,318"
2017,TENNESSEE,"3,618"
2017,TENNESSEE,"6,246"
2017,TENNESSEE,"3,940"
2017,TENNESSEE,"1,815"
2017,TENNESSEE,"1,693"
2017,TENNESSEE,"5,446"
2017,TENNESSEE,"2,917"
2017,TENNESSEE,"7,979"
2017,TENNESSEE,"5,447"
2017,TENNESSEE,"26,220"
2017,TENNESSEE, (D)
2017,TENNESSEE,"2,501"
2017,TENNESSEE,"6,490"
2017,TENNESSEE, (D)
2017,TENNESSEE,"9,708"
2017,TENNESSEE,"3,280"
2017,TENNESSEE,"2,006"
2017,TENNESSEE,"2,255"
2017,TENNESSEE,959
2017,TENNESSEE,"1,694"
2017,TENNESSEE,"1,556"
2017,TENNESSEE,"5,118"
2017,TENNESSEE,354
2017,TENNESSEE,"3,718"
2017,TENNESSEE,"1,875"
2017,TENNESSEE,513
2017,TENNESSEE,"1,042"
2017,TENNESSEE,"4,976"
2017,TENNESSEE,"2,124"
2017,TENNESSEE,"1,210"
2017,TENNESSEE, (D)
2017,TENNESSEE,"3,199"
2017,TENNESSEE,"4,126"
2017,TENNESSEE,"7,988"
2017,TENNESSEE,"13,309"
2017,TENNESSEE,"8,354"
2017,TENNESSEE,"1,996"
2017,TENNESSEE,495
2017,TENNESSEE,"3,226"
2017,TENNESSEE,"2,719"
2017,TENNESSEE, (D)
2017,TENNESSEE,"5,288"
2017,TENNESSEE,"4,644"
2017,TENNESSEE,"2,092"
2017,TENNESSEE,"3,406"
2017,TENNESSEE,227
2017,TENNESSEE,"5,228"
2017,TENNESSEE,"4,015"
2017,TENNESSEE,"5,251"
2017,TENNESSEE,"10,700"
2017,TENNESSEE,"1,027"
2017,TENNESSEE,"5,067"
2017,TENNESSEE,"1,330"
2017,TENNESSEE,"6,021"
2017,TENNESSEE,"2,338"
2017,TENNESSEE,"3,540"
2017,TENNESSEE,"4,052"
2017,TENNESSEE,"6,763"
2017,TENNESSEE,"3,341"
2017,TENNESSEE,"1,482"
2017,TENNESSEE,"2,734"
2017,TENNESSEE,"10,385"
2017,TENNESSEE,"1,081"
2017,TENNESSEE,"3,772"
2017,TENNESSEE,"2,610"
2017,TENNESSEE,358
2017,TENNESSEE,924
2017,TENNESSEE,"30,579"
2017,TENNESSEE,"2,220"
2017,TENNESSEE,992
2017,TENNESSEE, (D)
2017,TENNESSEE, (D)
2017,TENNESSEE,"1,037"
2017,TENNESSEE,"1,475"
2017,TENNESSEE,"1,522"
2017,TENNESSEE, (D)
2017,TENNESSEE,"3,917"
2017,TENNESSEE,"3,734"
2017,TENNESSEE,"5,917"
2017,TENNESSEE,"2,752"
2017,TENNESSEE,587
2017,TENNESSEE,"1,883"
2017,TENNESSEE,"8,914"
2017,TENNESSEE,"1,580"
2017,TENNESSEE,"1,022"
2017,TENNESSEE,228
2017,TENNESSEE,"5,375"
2017,TENNESSEE,462
2017,TENNESSEE,686
2017,TEXAS,"20,405"
2017,TEXAS,"2,716"
2017,TEXAS,"63,735"
2017,TEXAS,"9,724"
2017,TEXAS,910
2017,TEXAS,"6,266"
2017,TEXAS,"2,778"
2017,TEXAS, (D)
2017,TEXAS,"107,867"
2017,TEXAS,760
2017,TEXAS, (D)
2017,TEXAS,"26,326"
2017,TEXAS,433
2017,TEXAS,"2,222"
2017,TEXAS,"186,635"
2017,TEXAS,"12,629"
2017,TEXAS,"5,874"
2017,TEXAS,"40,409"
2017,TEXAS,"2,425"
2017,TEXAS,"269,828"
2017,TEXAS,"6,037"
2017,TEXAS,"2,257"
2017,TEXAS,"7,870"
2017,TEXAS,"1,862"
2017,TEXAS,"9,924"
2017,TEXAS,278
2017,TEXAS, (D)
2017,TEXAS,"1,634"
2017,TEXAS,"1,260"
2017,TEXAS,"2,047"
2017,TEXAS,833
2017,TEXAS,"12,444"
2017,TEXAS,"2,376"
2017,TEXAS,"1,747"
2017,TEXAS,"6,850"
2017,TEXAS,960
2017,TEXAS, (D)
2017,TEXAS,402
2017,TEXAS,"3,036"
2017,TEXAS,648
2017,TEXAS,"9,489"
2017,TEXAS, (D)
2017,TEXAS,414
2017,TEXAS,"1,200"
2017,TEXAS,"5,220"
2017,TEXAS,"1,665"
2017,TEXAS, (D)
2017,TEXAS,"251,241"
2017,TEXAS,"3,456"
2017,TEXAS,940
2017,TEXAS,"17,526"
2017,TEXAS,"6,792"
2017,TEXAS,"3,700"
2017,TEXAS,"3,304"
2017,TEXAS,"13,926"
2017,TEXAS,"4,061"
2017,TEXAS,"3,244"
2017,TEXAS,"1,382"
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS,"2,788"
2017,TEXAS,"2,308"
2017,TEXAS,"3,916"
2017,TEXAS,"2,294"
2017,TEXAS,"2,264"
2017,TEXAS,"1,091"
2017,TEXAS,"57,268"
2017,TEXAS,928
2017,TEXAS,"1,596"
2017,TEXAS,"5,258"
2017,TEXAS,"3,633"
2017,TEXAS,"2,026"
2017,TEXAS,"10,404"
2017,TEXAS,"1,266"
2017,TEXAS,"3,248"
2017,TEXAS,"11,119"
2017,TEXAS,"7,992"
2017,TEXAS,"8,442"
2017,TEXAS, (D)
2017,TEXAS,"12,727"
2017,TEXAS,352
2017,TEXAS, (D)
2017,TEXAS,"4,914"
2017,TEXAS,"15,944"
2017,TEXAS, (D)
2017,TEXAS,"5,102"
2017,TEXAS,866
2017,TEXAS,"6,260"
2017,TEXAS,"4,638"
2017,TEXAS,"13,865"
2017,TEXAS,"3,166"
2017,TEXAS,"1,612"
2017,TEXAS,"2,924"
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS,"1,590"
2017,TEXAS,"1,788"
2017,TEXAS,316
2017,TEXAS,444
2017,TEXAS,"1,713"
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS,"17,150"
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS,654
2017,TEXAS,464
2017,TEXAS,"18,460"
2017,TEXAS,396
2017,TEXAS,400
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS,976
2017,TEXAS,348
2017,TEXAS,"3,922"
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS,"1,461"
2017,TEXAS,944
2017,TEXAS,396
2017,TEXAS,"10,871"
2017,TEXAS,"13,152"
2017,TEXAS, (D)
2017,TEXAS,"1,722"
2017,TEXAS,"3,976"
2017,TEXAS,"3,088"
2017,TEXAS,756
2017,TEXAS,"3,486"
2017,TEXAS,878
2017,TEXAS,"11,835"
2017,TEXAS,"5,578"
2017,TEXAS, (D)
2017,TEXAS,"3,557"
2017,TEXAS,"2,842"
2017,TEXAS,"1,818"
2017,TEXAS,"18,206"
2017,TEXAS,"4,871"
2017,TEXAS, (D)
2017,TEXAS,"10,486"
2017,TEXAS,"6,628"
2017,TEXAS,"5,748"
2017,TEXAS,"6,396"
2017,TEXAS,"1,980"
2017,TEXAS,"451,524"
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS,"14,910"
2017,TEXAS,"4,600"
2017,TEXAS,396
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS,750
2017,TEXAS, (D)
2017,TEXAS,765
2017,TEXAS, (D)
2017,TEXAS,"1,176"
2017,TEXAS,852
2017,TEXAS,"1,446"
2017,TEXAS, (D)
2017,TEXAS,546
2017,TEXAS, (D)
2017,TEXAS,516
2017,TEXAS,492
2017,TEXAS,450
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS, (D)
2017,TEXAS,"7,033"
2017,TEXAS,"94,416"
2017,TEXAS,"29,327"
2017,TEXAS,"600,076"
2017,TEXAS, (D)
2017,TEXAS,"1,302"
2017,TEXAS,"6,640"
2017,TEXAS,"12,357"
2017,TEXAS,"4,510"
2017,UTAH,450
2017,UTAH,"336,638"
2017,UTAH, (D)
2017,UTAH,"1,412"
2017,UTAH,"68,172"
2017,UTAH,"1,572"
2017,UTAH,"196,454"
2017,UTAH,"4,850"
2017,UTAH,856
2017,UTAH,200
2017,UTAH,407
2017,UTAH,"1,825"
2017,UTAH,675
2017,UTAH,"5,085"
2017,UTAH,"220,475"
2017,UTAH,"7,281"
2017,UTAH,450
2017,UTAH, (D)
2017,UTAH,"18,225"
2017,UTAH,"4,002"
2017,UTAH,"10,447"
2017,UTAH, (D)
2017,UTAH,"6,302"
2017,UTAH, (D)
2017,UTAH, (D)
2017,UTAH, (D)
2017,UTAH,"1,636"
2017,VERMONT,"231,157"
2017,VERMONT,"4,626"
2017,VERMONT,"2,639"
2017,VERMONT,"18,004"
2017,VERMONT, (D)
2017,VERMONT,"1,860"
2017,VERMONT,"2,590"
2017,VERMONT,"2,690"
2017,VERMONT, (D)
2017,VERMONT,"35,065"
2017,VERMONT,"4,279"
2017,VERMONT,"10,374"
2017,VERMONT,"6,394"
2017,VIRGINIA,"6,175"
2017,VIRGINIA, (D)
2017,VIRGINIA,"4,154"
2017,VIRGINIA,"1,295"
2017,VIRGINIA,"6,977"
2017,VIRGINIA,"3,455"
2017,VIRGINIA,"1,960"
2017,VIRGINIA,"1,550"
2017,VIRGINIA,"2,905"
2017,VIRGINIA,135
2017,VIRGINIA,"1,045"
2017,VIRGINIA,"5,600"
2017,VIRGINIA,"1,790"
2017,VIRGINIA,"2,872"
2017,VIRGINIA, (D)
2017,VIRGINIA,"2,732"
2017,VIRGINIA,"2,465"
2017,VIRGINIA,930
2017,VIRGINIA,"1,510"
2017,VIRGINIA,"1,274"
2017,VIRGINIA,"7,690"
2017,VIRGINIA,"1,108"
2017,VIRGINIA,410
2017,VIRGINIA,760
2017,VIRGINIA,"2,916"
2017,VIRGINIA, (D)
2017,VIRGINIA, (D)
2017,VIRGINIA, (D)
2017,VIRGINIA,"3,238"
2017,VIRGINIA, (D)
2017,VIRGINIA, (D)
2017,VIRGINIA, (D)
2017,VIRGINIA,610
2017,VIRGINIA,122
2017,VIRGINIA, (D)
2017,VIRGINIA,"1,660"
2017,VIRGINIA,"2,325"
2017,VIRGINIA,"4,042"
2017,VIRGINIA,"3,495"
2017,VIRGINIA,"12,732"
2017,VIRGINIA,"5,416"
2017,VIRGINIA,"16,893"
2017,VIRGINIA,"2,198"
2017,VIRGINIA,"2,350"
2017,VIRGINIA,"2,695"
2017,VIRGINIA,"2,889"
2017,VIRGINIA,"9,919"
2017,VIRGINIA,"1,675"
2017,VIRGINIA,"4,518"
2017,VIRGINIA,650
2017,VIRGINIA,142
2017,VIRGINIA,"2,875"
2017,VIRGINIA,"1,448"
2017,VIRGINIA,"3,230"
2017,VIRGINIA,"1,380"
2017,VIRGINIA,"2,532"
2017,VIRGINIA,"1,340"
2017,VIRGINIA,682
2017,VIRGINIA,410
2017,VIRGINIA,630
2017,VIRGINIA,"2,375"
2017,VIRGINIA,"1,774"
2017,VIRGINIA,"12,396"
2017,VIRGINIA,"7,714"
2017,VIRGINIA,"1,233"
2017,VIRGINIA, (D)
2017,VIRGINIA, (D)
2017,VIRGINIA,"8,035"
2017,VIRGINIA,"8,593"
2017,VIRGINIA,"1,640"
2017,VIRGINIA,"3,450"
2017,VIRGINIA,"5,743"
2017,VIRGINIA, (D)
2017,VIRGINIA,"5,459"
2017,VIRGINIA,"2,115"
2017,VIRGINIA,"3,850"
2017,VIRGINIA,"2,936"
2017,VIRGINIA,"3,899"
2017,VIRGINIA,709
2017,VIRGINIA,"1,776"
2017,VIRGINIA,"2,745"
2017,VIRGINIA,"1,280"
2017,VIRGINIA,"4,035"
2017,VIRGINIA,"1,877"
2017,VIRGINIA, (D)
2017,VIRGINIA,"5,221"
2017,VIRGINIA,126
2017,VIRGINIA,"5,374"
2017,VIRGINIA,"1,385"
2017,VIRGINIA,"1,255"
2017,VIRGINIA,"2,430"
2017,VIRGINIA,"3,157"
2017,VIRGINIA,"10,642"
2017,WASHINGTON, (D)
2017,WASHINGTON,"28,091"
2017,WASHINGTON,"4,322"
2017,WASHINGTON,"7,179"
2017,WASHINGTON,"64,765"
2017,WASHINGTON,"1,589,238"
2017,WASHINGTON, (D)
2017,WASHINGTON, (D)
2017,WASHINGTON, (D)
2017,WASHINGTON, (D)
2017,WASHINGTON,40
2017,WASHINGTON,"1,877"
2017,WASHINGTON,380
2017,WASHINGTON,"100,388"
2017,WASHINGTON,"48,860"
2017,WASHINGTON,"49,616"
2017,WASHINGTON,"10,380"
2017,WASHINGTON, (D)
2017,WASHINGTON,"3,382"
2017,WASHINGTON,"12,808"
2017,WASHINGTON,"89,942"
2017,WASHINGTON,"1,446"
2017,WASHINGTON,"3,970"
2017,WASHINGTON,"5,354"
2017,WASHINGTON,"1,560"
2017,WASHINGTON,"36,351"
2017,WASHINGTON,"1,129"
2017,WASHINGTON,"10,147"
2017,WASHINGTON,"3,870"
2017,WASHINGTON,775
2017,WASHINGTON,"28,493"
2017,WASHINGTON,"1,326"
2017,WASHINGTON, (D)
2017,WASHINGTON, (D)
2017,WASHINGTON,"31,598"
2017,WASHINGTON,"6,866"
2017,WASHINGTON,"1,020"
2017,WASHINGTON,"37,633"
2017,WEST VIRGINIA,"17,991"
2017,WEST VIRGINIA, (D)
2017,WEST VIRGINIA,"6,048"
2017,WEST VIRGINIA,"29,189"
2017,WEST VIRGINIA,"15,594"
2017,WEST VIRGINIA,"3,587"
2017,WEST VIRGINIA, (D)
2017,WEST VIRGINIA,"3,557"
2017,WEST VIRGINIA,812
2017,WEST VIRGINIA,"2,544"
2017,WEST VIRGINIA,"2,002"
2017,WEST VIRGINIA,"18,056"
2017,WEST VIRGINIA,"5,689"
2017,WEST VIRGINIA, (D)
2017,WEST VIRGINIA,"2,251"
2017,WEST VIRGINIA, (D)
2017,WEST VIRGINIA,"1,920"
2017,WEST VIRGINIA,"10,715"
2017,WEST VIRGINIA,"1,435"
2017,WEST VIRGINIA,"1,934"
2017,WEST VIRGINIA,"3,885"
2017,WEST VIRGINIA,"4,615"
2017,WEST VIRGINIA, (D)
2017,WEST VIRGINIA, (D)
2017,WEST VIRGINIA,"3,569"
2017,WEST VIRGINIA,"6,315"
2017,WEST VIRGINIA,"2,354"
2017,WEST VIRGINIA,"1,374"
2017,WEST VIRGINIA,"3,367"
2017,WEST VIRGINIA, (D)
2017,WEST VIRGINIA,"8,915"
2017,WEST VIRGINIA,"4,988"
2017,WEST VIRGINIA,500
2017,WEST VIRGINIA,"2,196"
2017,WEST VIRGINIA,"7,088"
2017,WEST VIRGINIA,"3,297"
2017,WEST VIRGINIA,"2,080"
2017,WEST VIRGINIA,"8,350"
2017,WEST VIRGINIA,"9,320"
2017,WEST VIRGINIA, (D)
2017,WEST VIRGINIA,"2,336"
2017,WEST VIRGINIA,"2,646"
2017,WEST VIRGINIA,"2,160"
2017,WEST VIRGINIA,"1,040"
2017,WEST VIRGINIA,"2,201"
2017,WEST VIRGINIA,"3,606"
2017,WEST VIRGINIA,"3,509"
2017,WEST VIRGINIA,"9,692"
2017,WEST VIRGINIA,"1,400"
2017,WEST VIRGINIA,"1,813"
2017,WISCONSIN,"4,630"
2017,WISCONSIN,"5,850"
2017,WISCONSIN,950
2017,WISCONSIN,"14,978"
2017,WISCONSIN, (D)
2017,WISCONSIN,"18,986"
2017,WISCONSIN, (D)
2017,WISCONSIN, (D)
2017,WISCONSIN, (D)
2017,WISCONSIN,"17,016"
2017,WISCONSIN,"6,023"
2017,WISCONSIN,"9,320"
2017,WISCONSIN,877
2017,WISCONSIN,"21,952"
2017,WISCONSIN,"9,000"
2017,WISCONSIN,"3,859"
2017,WISCONSIN, (D)
2017,WISCONSIN, (D)
2017,WISCONSIN,"78,545"
2017,WISCONSIN, (D)
2017,WISCONSIN, (D)
2017,WISCONSIN, (D)
2017,WISCONSIN, (D)
2017,WISCONSIN,"1,840"
2017,WISCONSIN,"22,484"
2017,WISCONSIN, (D)
2017,WISCONSIN, (D)
2017,WISCONSIN,612
2017,WISCONSIN,"1,210"
2017,WISCONSIN,"13,925"
2017,WISCONSIN,"3,496"
2017,WISCONSIN,"1,232"
2017,WISCONSIN,"16,373"
2017,WISCONSIN,"5,172"
2017,WISCONSIN,"3,204"
2017,WISCONSIN,"147,487"
2017,WISCONSIN,"1,369"
2017,WISCONSIN, (D)
2017,WISCONSIN,"2,219"
2017,WISCONSIN,"1,460"
2017,WISCONSIN,781
2017,WISCONSIN,"18,504"
2017,WISCONSIN,"95,413"
2017,WISCONSIN,"13,247"
2017,WISCONSIN,"10,845"
2017,WISCONSIN,"9,255"
2017,WISCONSIN,"49,419"
2017,WISCONSIN,"9,401"
2017,WISCONSIN,"6,585"
2017,WISCONSIN, (D)
2017,WISCONSIN,"7,727"
2017,WISCONSIN,"13,320"
2017,WISCONSIN, (D)
2017,WISCONSIN,"28,805"
2017,WISCONSIN,"34,608"
2017,WISCONSIN, (D)
2017,WISCONSIN,"9,070"
2017,WISCONSIN,"109,302"
2017,WISCONSIN,"27,030"
2017,WISCONSIN, (D)
2017,WISCONSIN,"17,194"
2017,WISCONSIN,"1,667"
2017,WISCONSIN, (D)
2017,WISCONSIN,"8,953"
2017,WISCONSIN,"5,166"
2017,WISCONSIN,"2,856"
2017,WISCONSIN,"62,783"
2017,WISCONSIN, (D)
2017,WISCONSIN,"24,317"
2017,WISCONSIN,"30,104"
2017,WISCONSIN,"90,976"
2017,WYOMING, (D)
2017,WYOMING,"17,843"
2017,WYOMING, (D)
2017,WYOMING, (D)
2017,WYOMING, (D)
2017,WYOMING,"330,303"
2017,WYOMING,"696,466"
2017,WYOMING,"3,676"
2017,WYOMING, (D)
2017,WYOMING,180
2017,WYOMING, (D)
2017,WYOMING, (D)
2017,WYOMING, (D)
2017,WYOMING,"1,151"
2017,WYOMING,488
2017,WYOMING,"8,460"
2017,WYOMING, (D)
2017,WYOMING, (D)
2017,WYOMING,"7,115"
2012,ALABAMA,"4,940"
2012,ALABAMA,"3,654"
2012,ALABAMA,45
2012,ALABAMA, (D)
2012,ALABAMA, (D)
2012,ALABAMA, (D)
2012,ALABAMA, (D)
2012,ALABAMA,485
2012,ALABAMA,"14,672"
2012,ALABAMA,"4,189"
2012,ALABAMA,"1,500"
2012,ALABAMA,"1,355"
2012,ALABAMA, (D)
2012,ALABAMA,"2,382"
2012,ALABAMA,"12,900"
2012,ALABAMA,"4,274"
2012,ALABAMA, (D)
2012,ALABAMA,"19,625"
2012,ALABAMA, (D)
2012,ALABAMA,"3,040"
2012,ALABAMA,"3,112"
2012,ALABAMA,"7,552"
2012,ALABAMA,"4,500"
2012,ALABAMA,"6,770"
2012,ALABAMA,"25,195"
2012,ALABAMA,770
2012,ALABAMA, (D)
2012,ALABAMA, (D)
2012,ALABAMA,372
2012,ALABAMA,"4,945"
2012,ALABAMA,"1,825"
2012,ALABAMA,"30,083"
2012,ALABAMA,"41,091"
2012,ALABAMA,697
2012,ALABAMA,"3,650"
2012,ALABAMA,"2,652"
2012,ALABAMA,"1,550"
2012,ALABAMA, (D)
2012,ALABAMA,400
2012,ALABAMA,"2,970"
2012,ALABAMA, (D)
2012,ALABAMA, (D)
2012,ALABAMA,"6,033"
2012,ALABAMA,225
2012,ALABAMA,450
2012,ALABAMA,"4,035"
2012,ALABAMA,"2,090"
2012,ALABAMA,"6,884"
2012,ALABAMA,"1,700"
2012,ALABAMA, (D)
2012,ALABAMA,"3,260"
2012,ALABAMA,"5,704"
2012,ALABAMA,"2,550"
2012,ALABAMA,"1,900"
2012,ALABAMA,760
2012,ALABAMA,360
2012,ALABAMA,"3,192"
2012,ALABAMA,"3,694"
2012,ALABAMA,280
2012,ALABAMA, (D)
2012,ALABAMA, (D)
2012,ALABAMA,430
2012,ALASKA,982
2012,ALASKA,"26,666"
2012,ALASKA,"4,975"
2012,ARIZONA, (D)
2012,ARIZONA, (D)
2012,ARIZONA,"72,000"
2012,ARIZONA,450
2012,ARIZONA,270
2012,ARIZONA,"9,097"
2012,ARIZONA, (D)
2012,ARIZONA,"92,000"
2012,ARIZONA, (D)
2012,ARIZONA,"302,822"
2012,ARIZONA,"310,976"
2012,ARIZONA,"91,920"
2012,ARIZONA, (D)
2012,ARIZONA,"428,343"
2012,ARKANSAS, (D)
2012,ARKANSAS,482
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS,464
2012,ARKANSAS, (D)
2012,ARKANSAS,"8,940"
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS,148
2012,ARKANSAS,"1,158"
2012,ARKANSAS,548
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS,"1,100"
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS,"12,260"
2012,ARKANSAS, (D)
2012,ARKANSAS,224
2012,ARKANSAS,"1,802"
2012,ARKANSAS,"2,136"
2012,ARKANSAS,746
2012,ARKANSAS,"2,485"
2012,ARKANSAS,"2,205"
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS,192
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS,984
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS,"1,430"
2012,ARKANSAS, (D)
2012,ARKANSAS, (D)
2012,ARKANSAS,"3,779"
2012,ARKANSAS, (D)
2012,ARKANSAS,216
2012,ARKANSAS,692
2012,CALIFORNIA,"17,450"
2012,CALIFORNIA,"4,760"
2012,CALIFORNIA,"8,308"
2012,CALIFORNIA,"6,407"
2012,CALIFORNIA,"52,546"
2012,CALIFORNIA,"41,430"
2012,CALIFORNIA, (D)
2012,CALIFORNIA, (D)
2012,CALIFORNIA,"20,362"
2012,CALIFORNIA,"15,245"
2012,CALIFORNIA,"9,128"
2012,CALIFORNIA,"50,792"
2012,CALIFORNIA,"46,928"
2012,CALIFORNIA,"15,840"
2012,CALIFORNIA, (D)
2012,CALIFORNIA,"22,096"
2012,CALIFORNIA, (D)
2012,CALIFORNIA,"236,300"
2012,CALIFORNIA, (D)
2012,CALIFORNIA,"11,210"
2012,CALIFORNIA,"105,860"
2012,CALIFORNIA,"86,008"
2012,CALIFORNIA, (D)
2012,CALIFORNIA,"14,131"
2012,CALIFORNIA,"230,372"
2012,CALIFORNIA,"1,706"
2012,CALIFORNIA,"617,139"
2012,CALIFORNIA,"986,076"
2012,CALIFORNIA,"478,772"
2012,CALIFORNIA,"488,531"
2012,CALIFORNIA,"1,451,008"
2012,CALIFORNIA,"265,662"
2012,CALIFORNIA,"375,005"
2012,CALIFORNIA,"2,412,383"
2012,CALIFORNIA, (D)
2012,CALIFORNIA,"5,088"
2012,CALIFORNIA,"1,505"
2012,CALIFORNIA,"12,309"
2012,CALIFORNIA, (D)
2012,CALIFORNIA, (D)
2012,CALIFORNIA, (D)
2012,CALIFORNIA,"19,394"
2012,CALIFORNIA,"54,093"
2012,CALIFORNIA, (D)
2012,CALIFORNIA,"7,979"
2012,CALIFORNIA,"367,542"
2012,CALIFORNIA,"60,050"
2012,CALIFORNIA,"1,652"
2012,CALIFORNIA,"745,871"
2012,CALIFORNIA,"398,544"
2012,CALIFORNIA,"22,200"
2012,CALIFORNIA,"186,189"
2012,CALIFORNIA,"904,780"
2012,CALIFORNIA,"639,559"
2012,CALIFORNIA, (D)
2012,CALIFORNIA,"169,472"
2012,COLORADO,"1,721"
2012,COLORADO,"2,000"
2012,COLORADO,"1,305"
2012,COLORADO,"3,405"
2012,COLORADO,"1,460"
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO,"7,675"
2012,COLORADO,630
2012,COLORADO,"9,155"
2012,COLORADO,"8,830"
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO,"209,065"
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO,"1,935"
2012,COLORADO,238
2012,COLORADO,"35,144"
2012,COLORADO,355
2012,COLORADO,"102,000"
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO,"4,050"
2012,COLORADO,"4,530"
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO, (D)
2012,COLORADO,275
2012,COLORADO,"123,558"
2012,COLORADO,"106,870"
2012,COLORADO,"4,240"
2012,COLORADO,"4,317"
2012,COLORADO,"25,191"
2012,CONNECTICUT,"17,316"
2012,CONNECTICUT,"23,396"
2012,CONNECTICUT,"39,070"
2012,CONNECTICUT,"1,434"
2012,CONNECTICUT,"22,923"
2012,CONNECTICUT,"28,809"
2012,CONNECTICUT,"8,211"
2012,CONNECTICUT,"14,832"
2012,DELAWARE,"3,828"
2012,DELAWARE,"1,477"
2012,DELAWARE,"1,755"
2012,FLORIDA,"440,945"
2012,FLORIDA,"1,790"
2012,FLORIDA, (D)
2012,FLORIDA,"7,031"
2012,FLORIDA, (D)
2012,FLORIDA,"13,871"
2012,FLORIDA,"13,441"
2012,FLORIDA,"58,558"
2012,FLORIDA,"1,033,329"
2012,FLORIDA,"6,817"
2012,FLORIDA,"560,188"
2012,FLORIDA, (D)
2012,FLORIDA, (D)
2012,FLORIDA, (D)
2012,FLORIDA,"7,705"
2012,FLORIDA,"1,217,671"
2012,FLORIDA, (D)
2012,FLORIDA,"3,392"
2012,FLORIDA, (D)
2012,FLORIDA, (D)
2012,FLORIDA,"18,160"
2012,FLORIDA, (D)
2012,FLORIDA,"4,146"
2012,FLORIDA, (D)
2012,FLORIDA, (D)
2012,FLORIDA,"19,948"
2012,FLORIDA, (D)
2012,FLORIDA, (D)
2012,FLORIDA,"2,208"
2012,FLORIDA,80
2012,FLORIDA,"8,070"
2012,FLORIDA,"18,710"
2012,FLORIDA, (D)
2012,FLORIDA,"17,614"
2012,FLORIDA, (D)
2012,FLORIDA, (D)
2012,FLORIDA, (D)
2012,FLORIDA,338
2012,FLORIDA,"20,576"
2012,FLORIDA,"18,488"
2012,FLORIDA,"23,167"
2012,FLORIDA,"696,800"
2012,FLORIDA,"4,844"
2012,FLORIDA,"13,688"
2012,FLORIDA,"135,151"
2012,FLORIDA,"8,862"
2012,FLORIDA,"31,694"
2012,FLORIDA,"150,865"
2012,FLORIDA,"100,709"
2012,FLORIDA, (D)
2012,FLORIDA,"61,221"
2012,FLORIDA,"1,149,902"
2012,FLORIDA, (D)
2012,FLORIDA,"232,003"
2012,FLORIDA,"184,820"
2012,FLORIDA,"413,720"
2012,FLORIDA,"419,042"
2012,FLORIDA,"436,545"
2012,FLORIDA,"278,792"
2012,FLORIDA,"16,640"
2012,FLORIDA,"392,974"
2012,FLORIDA,"28,840"
2012,FLORIDA, (D)
2012,FLORIDA,"594,422"
2012,FLORIDA, (D)
2012,FLORIDA,"357,215"
2012,GEORGIA, (D)
2012,GEORGIA, (D)
