Year,Month,Day,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,TOBS
1948,1,1,1.17,0,0.7,-9999,62,26,-9999
1948,1,2,0,0,0,-9999,31,27,-9999
1948,1,3,0,0,0,-9999,38,23,-9999
1948,1,4,0.07,0,0,-9999,37,32,-9999
1948,1,5,0,0,0,-9999,42,28,-9999
1948,1,6,0,0,0,-9999,46,30,-9999
1948,1,7,0,0,0,-9999,52,23,-9999
1948,1,8,0,0,0,-9999,61,37,-9999
1948,1,9,0,0,0,-9999,57,36,-9999
1948,1,10,0,0,0,-9999,42,23,-9999
1948,1,11,0.03,0,0,-9999,45,21,-9999
1948,1,12,0.45,0,0,-9999,43,34,-9999
1948,1,13,0,0,0,-9999,34,19,-9999
1948,1,14,0.01,0,0.4,-9999,21,10,-9999
1948,1,15,0,0,0,-9999,41,12,-9999
1948,1,16,0,0,0,-9999,36,16,-9999
1948,1,17,0,0,0,-9999,19,6,-9999
1948,1,18,0,0,0,-9999,23,3,-9999
1948,1,19,0,0,0,-9999,35,12,-9999
1948,1,20,0,0,0.1,-9999,38,14,-9999
1948,1,21,0,0,0,-9999,40,20,-9999
1948,1,22,0.15,2,2,-9999,21,6,-9999
1948,1,23,0,1,0,-9999,18,0,-9999
1948,1,24,0.04,2,0.5,-9999,20,-1,-9999
1948,1,25,0.01,1,0.1,-9999,23,-1,-9999
1948,1,26,0.06,2,0.7,-9999,26,0,-9999
1948,1,27,0,2,0.1,-9999,21,7,-9999
1948,1,28,0,2,0,-9999,19,-4,-9999
1948,1,29,0,1,0,-9999,26,-9999,-9999
1948,1,30,0,1,0,-9999,32,24,-9999
1948,1,31,0.03,1,0.4,-9999,25,17,-9999
1948,2,1,0,0,0,-9999,32,14,-9999
1948,2,2,0,0,0,-9999,40,7,-9999
1948,2,3,0.02,0,0.1,-9999,37,18,-9999
1948,2,4,0.36,0,0,-9999,38,32,-9999
1948,2,5,0.59,5,6.6,-9999,33,21,-9999
1948,2,6,0,6,0,-9999,33,3,-9999
1948,2,7,0,3,0,-9999,39,20,-9999
1948,2,8,0,2,0,-9999,30,13,-9999
1948,2,9,0,2,0,-9999,28,9,-9999
1948,2,10,0,1,0,-9999,36,4,-9999
1948,2,11,0.32,0,0,-9999,40,30,-9999
1948,2,12,0.13,0,0,-9999,39,33,-9999
1948,2,13,0.56,0,0.1,-9999,39,27,-9999
1948,2,14,0.04,0,0.8,-9999,39,24,-9999
1948,2,15,0,0,0,-9999,49,23,-9999
1948,2,16,0,0,0,-9999,61,38,-9999
1948,2,17,0,0,0,-9999,64,30,-9999
1948,2,18,0,0,0,-9999,69,37,-9999
1948,2,19,0,0,0,-9999,66,31,-9999
1948,2,20,0,0,0,-9999,35,21,-9999
1948,2,21,0.23,4,3.7,-9999,28,18,-9999
1948,2,22,0,3,0,-9999,32,14,-9999
1948,2,23,0,0,0,-9999,46,17,-9999
1948,2,24,0.02,0,0,-9999,53,32,-9999
1948,2,25,0.45,0,0,-9999,51,46,-9999
1948,2,26,0.05,0,0,-9999,61,48,-9999
1948,2,27,0.5,0,0,-9999,71,51,-9999
1948,2,28,0,0,0,-9999,62,43,-9999
1948,2,29,0,0,0,-9999,46,30,-9999
1948,3,1,0.18,0,0,-9999,50,32,-9999
1948,3,2,0.13,0,0,-9999,63,36,-9999
1948,3,3,0,0,0,-9999,37,33,-9999
1948,3,4,0,0,0,-9999,44,29,-9999
1948,3,5,0,0,0,-9999,47,23,-9999
1948,3,6,0.35,0,0,-9999,44,37,-9999
1948,3,7,0,0,0,-9999,48,29,-9999
1948,3,8,0,0,0,-9999,43,26,-9999
1948,3,9,0,0,0,-9999,48,32,-9999
1948,3,10,0.01,0,0,-9999,40,29,-9999
1948,3,11,0.11,0,0.6,-9999,29,16,-9999
1948,3,12,0,0,0,-9999,32,11,-9999
1948,3,13,0,0,0,-9999,49,19,-9999
1948,3,14,0,0,0,-9999,63,29,-9999
1948,3,15,0.12,0,0,-9999,64,56,-9999
1948,3,16,0,0,0,-9999,63,36,-9999
1948,3,17,0,0,0,-9999,61,30,-9999
1948,3,18,0.01,0,0,-9999,70,38,-9999
1948,3,19,0.01,0,0,-9999,81,51,-9999
1948,3,20,0,0,0,-9999,81,48,-9999
1948,3,21,0.41,0,0,-9999,80,59,-9999
1948,3,22,0.4,0,0,-9999,64,55,-9999
1948,3,23,0.24,0,0,-9999,57,47,-9999
1948,3,24,0,0,0,-9999,69,41,-9999
1948,3,25,0,0,0,-9999,75,40,-9999
1948,3,26,1.1,0,0,-9999,77,56,-9999
1948,3,27,0,0,0,-9999,56,33,-9999
1948,3,28,0,0,0,-9999,49,28,-9999
1948,3,29,0,0,0,-9999,65,38,-9999
1948,3,30,0.69,0,0,-9999,63,40,-9999
1948,3,31,0.01,0,0,-9999,68,51,-9999
1948,4,1,0.01,0,0,-9999,51,34,-9999
1948,4,2,0,0,0,-9999,59,30,-9999
1948,4,3,0,0,0,-9999,62,30,-9999
1948,4,4,0,0,0,-9999,74,39,-9999
1948,4,5,0.08,0,0,-9999,76,49,-9999
1948,4,6,0,0,0,-9999,79,60,-9999
1948,4,7,0.29,0,0,-9999,78,57,-9999
1948,4,8,0,0,0,-9999,74,44,-9999
1948,4,9,0,0,0,-9999,58,40,-9999
1948,4,10,0,0,0,-9999,62,39,-9999
1948,4,11,1.1,0,0,-9999,77,54,-9999
1948,4,12,2.21,0,0,-9999,55,47,-9999
1948,4,13,0.29,0,0,-9999,61,45,-9999
1948,4,14,0,0,0,-9999,50,38,-9999
1948,4,15,0,0,0,-9999,63,34,-9999
1948,4,16,0,0,0,-9999,77,42,-9999
1948,4,17,0,0,0,-9999,62,36,-9999
1948,4,18,0,0,0,-9999,77,38,-9999
1948,4,19,0,0,0,-9999,82,61,-9999
1948,4,20,0,0,0,-9999,81,60,-9999
1948,4,21,0,0,0,-9999,60,45,-9999
1948,4,22,0,0,0,-9999,69,40,-9999
1948,4,23,0,0,0,-9999,83,55,-9999
1948,4,24,0,0,0,-9999,84,66,-9999
1948,4,25,0,0,0,-9999,85,60,-9999
1948,4,26,0,0,0,-9999,84,59,-9999
1948,4,27,0,0,0,-9999,81,57,-9999
1948,4,28,0,0,0,-9999,68,49,-9999
1948,4,29,0,0,0,-9999,68,43,-9999
1948,4,30,0,0,0,-9999,65,38,-9999
1948,5,1,0.67,0,0,-9999,75,55,-9999
1948,5,2,0.23,0,0,-9999,77,53,-9999
1948,5,3,0,0,0,-9999,70,49,-9999
1948,5,4,0.4,0,0,-9999,65,47,-9999
1948,5,5,0,0,0,-9999,70,42,-9999
1948,5,6,0.31,0,0,-9999,63,50,-9999
1948,5,7,0.05,0,0,-9999,64,47,-9999
1948,5,8,0,0,0,-9999,75,47,-9999
1948,5,9,0,0,0,-9999,82,55,-9999
1948,5,10,0,0,0,-9999,85,66,-9999
1948,5,11,0.92,0,0,-9999,80,60,-9999
1948,5,12,0.95,0,0,-9999,71,57,-9999
1948,5,13,0,0,0,-9999,63,53,-9999
1948,5,14,0,0,0,-9999,71,48,-9999
1948,5,15,0.57,0,0,-9999,68,55,-9999
1948,5,16,0.05,0,0,-9999,78,61,-9999
1948,5,17,0,0,0,-9999,72,54,-9999
1948,5,18,0,0,0,-9999,75,51,-9999
1948,5,19,0,0,0,-9999,77,47,-9999
1948,5,20,0,0,0,-9999,80,51,-9999
1948,5,21,0.04,0,0,-9999,83,58,-9999
1948,5,22,0,0,0,-9999,74,49,-9999
1948,5,23,0,0,0,-9999,80,47,-9999
1948,5,24,0,0,0,-9999,77,53,-9999
1948,5,25,0,0,0,-9999,73,51,-9999
1948,5,26,0,0,0,-9999,75,46,-9999
1948,5,27,0,0,0,-9999,81,46,-9999
1948,5,28,0,0,0,-9999,80,61,-9999
1948,5,29,0,0,0,-9999,85,56,-9999
1948,5,30,0,0,0,-9999,81,58,-9999
1948,5,31,0,0,0,-9999,79,54,-9999
1948,6,1,0,0,0,-9999,79,47,-9999
1948,6,2,0,0,0,-9999,83,53,-9999
1948,6,3,0,0,0,-9999,88,55,-9999
1948,6,4,0,0,0,-9999,91,62,-9999
1948,6,5,0.01,0,0,-9999,91,64,-9999
1948,6,6,0.79,0,0,-9999,91,64,-9999
1948,6,7,0.2,0,0,-9999,78,63,-9999
1948,6,8,0,0,0,-9999,83,60,-9999
1948,6,9,0,0,0,-9999,82,55,-9999
1948,6,10,0,0,0,-9999,82,55,-9999
1948,6,11,0,0,0,-9999,85,58,-9999
1948,6,12,0,0,0,-9999,89,64,-9999
1948,6,13,0.21,0,0,-9999,91,61,-9999
1948,6,14,0,0,0,-9999,80,56,-9999
1948,6,15,0,0,0,-9999,84,63,-9999
1948,6,16,0.03,0,0,-9999,84,65,-9999
1948,6,17,0,0,0,-9999,83,53,-9999
1948,6,18,0,0,0,-9999,84,62,-9999
1948,6,19,0,0,0,-9999,84,70,-9999
1948,6,20,0,0,0,-9999,86,56,-9999
1948,6,21,0,0,0,-9999,84,60,-9999
1948,6,22,0,0,0,-9999,93,71,-9999
1948,6,23,0,0,0,-9999,92,76,-9999
1948,6,24,0,0,0,-9999,94,73,-9999
1948,6,25,0,0,0,-9999,89,68,-9999
1948,6,26,0.32,0,0,-9999,92,65,-9999
1948,6,27,0.08,0,0,-9999,92,67,-9999
1948,6,28,0,0,0,-9999,89,69,-9999
1948,6,29,0.06,0,0,-9999,91,69,-9999
1948,6,30,0.15,0,0,-9999,80,62,-9999
1948,7,1,0,0,0,-9999,83,53,-9999
1948,7,2,0,0,0,-9999,89,52,-9999
1948,7,3,0,0,0,-9999,93,57,-9999
1948,7,4,0,0,0,-9999,95,65,-9999
1948,7,5,0,0,0,-9999,92,70,-9999
1948,7,6,0,0,0,-9999,92,70,-9999
1948,7,7,0,0,0,-9999,91,65,-9999
1948,7,8,0,0,0,-9999,90,63,-9999
1948,7,9,0,0,0,-9999,93,67,-9999
1948,7,10,0,0,0,-9999,91,72,-9999
1948,7,11,0,0,0,-9999,87,67,-9999
1948,7,12,0.12,0,0,-9999,92,75,-9999
1948,7,13,1.12,0,0,-9999,88,72,-9999
1948,7,14,0.02,0,0,-9999,89,71,-9999
1948,7,15,0.46,0,0,-9999,91,70,-9999
1948,7,16,0,0,0,-9999,91,70,-9999
1948,7,17,0.16,0,0,-9999,87,71,-9999
1948,7,18,0.05,0,0,-9999,90,71,-9999
1948,7,19,0.21,0,0,-9999,88,69,-9999
1948,7,20,1.52,0,0,-9999,80,70,-9999
1948,7,21,0.01,0,0,-9999,92,73,-9999
1948,7,22,0.73,0,0,-9999,87,71,-9999
1948,7,23,0,0,0,-9999,76,64,-9999
1948,7,24,0,0,0,-9999,80,58,-9999
1948,7,25,0.02,0,0,-9999,85,58,-9999
1948,7,26,0.29,0,0,-9999,81,67,-9999
1948,7,27,0,0,0,-9999,89,65,-9999
1948,7,28,0.3,0,0,-9999,90,67,-9999
1948,7,29,0.07,0,0,-9999,90,69,-9999
1948,7,30,0.02,0,0,-9999,90,72,-9999
1948,7,31,0,0,0,-9999,83,64,-9999
1948,8,1,0,0,0,-9999,86,59,-9999
1948,8,2,0,0,0,-9999,87,65,-9999
1948,8,3,0,0,0,-9999,88,62,-9999
1948,8,4,0.31,0,0,-9999,73,61,-9999
1948,8,5,0,0,0,-9999,76,55,-9999
1948,8,6,0,0,0,-9999,78,52,-9999
1948,8,7,0,0,0,-9999,81,59,-9999
1948,8,8,0,0,0,-9999,83,55,-9999
1948,8,9,0,0,0,-9999,86,58,-9999
1948,8,10,0.35,0,0,-9999,88,65,-9999
1948,8,11,0,0,0,-9999,89,69,-9999
1948,8,12,0,0,0,-9999,90,68,-9999
1948,8,13,0.41,0,0,-9999,89,66,-9999
1948,8,14,0.3,0,0,-9999,85,66,-9999
1948,8,15,0,0,0,-9999,84,63,-9999
1948,8,16,0,0,0,-9999,86,60,-9999
1948,8,17,0,0,0,-9999,88,59,-9999
1948,8,18,0.17,0,0,-9999,86,66,-9999
1948,8,19,0,0,0,-9999,86,62,-9999
1948,8,20,0,0,0,-9999,85,57,-9999
1948,8,21,0,0,0,-9999,89,56,-9999
1948,8,22,0,0,0,-9999,90,60,-9999
1948,8,23,0,0,0,-9999,94,61,-9999
1948,8,24,0,0,0,-9999,98,64,-9999
1948,8,25,0,0,0,-9999,96,65,-9999
1948,8,26,0,0,0,-9999,94,68,-9999
1948,8,27,0,0,0,-9999,94,70,-9999
1948,8,28,0,0,0,-9999,97,68,-9999
1948,8,29,0.09,0,0,-9999,96,69,-9999
1948,8,30,0,0,0,-9999,89,67,-9999
1948,8,31,0,0,0,-9999,86,63,-9999
1948,9,1,0,0,0,-9999,85,54,-9999
1948,9,2,0,0,0,-9999,91,53,-9999
1948,9,3,0,0,0,-9999,86,66,-9999
1948,9,4,0.02,0,0,-9999,86,62,-9999
1948,9,5,1.28,0,0,-9999,78,65,-9999
1948,9,6,1.13,0,0,-9999,77,67,-9999
1948,9,7,0,0,0,-9999,83,65,-9999
1948,9,8,0.02,0,0,-9999,87,61,-9999
1948,9,9,0,0,0,-9999,72,57,-9999
1948,9,10,0,0,0,-9999,79,52,-9999
1948,9,11,0,0,0,-9999,84,59,-9999
1948,9,12,0,0,0,-9999,87,60,-9999
1948,9,13,0,0,0,-9999,90,60,-9999
1948,9,14,0,0,0,-9999,84,61,-9999
1948,9,15,0,0,0,-9999,84,52,-9999
1948,9,16,0,0,0,-9999,90,51,-9999
1948,9,17,0,0,0,-9999,87,58,-9999
1948,9,18,0,0,0,-9999,87,59,-9999
1948,9,19,0,0,0,-9999,90,67,-9999
1948,9,20,0,0,0,-9999,92,72,-9999
1948,9,21,0.01,0,0,-9999,88,70,-9999
1948,9,22,0,0,0,-9999,71,60,-9999
1948,9,23,0,0,0,-9999,71,53,-9999
1948,9,24,0,0,0,-9999,72,48,-9999
1948,9,25,0,0,0,-9999,73,54,-9999
1948,9,26,0,0,0,-9999,73,49,-9999
1948,9,27,0,0,0,-9999,80,54,-9999
1948,9,28,1.52,0,0,-9999,64,56,-9999
1948,9,29,0.35,0,0,-9999,69,56,-9999
1948,9,30,0,0,0,-9999,73,59,-9999
1948,10,1,0,0,0,-9999,76,53,-9999
1948,10,2,0,0,0,-9999,73,52,-9999
1948,10,3,0,0,0,-9999,66,44,-9999
1948,10,4,0,0,0,-9999,65,49,-9999
1948,10,5,0,0,0,-9999,70,52,-9999
1948,10,6,0,0,0,-9999,74,49,-9999
1948,10,7,0.26,0,0,-9999,66,53,-9999
1948,10,8,0,0,0,-9999,60,49,-9999
1948,10,9,0,0,0,-9999,75,48,-9999
1948,10,10,0,0,0,-9999,69,45,-9999
1948,10,11,0.05,0,0,-9999,65,44,-9999
1948,10,12,0,0,0,-9999,65,43,-9999
1948,10,13,0,0,0,-9999,78,39,-9999
1948,10,14,0,0,0,-9999,69,42,-9999
1948,10,15,0,0,0,-9999,75,37,-9999
1948,10,16,1.28,0,0,-9999,68,49,-9999
1948,10,17,0.56,0,0,-9999,49,28,-9999
1948,10,18,0,0,0,-9999,51,26,-9999
1948,10,19,0,0,0,-9999,66,38,-9999
1948,10,20,0,0,0,-9999,62,30,-9999
1948,10,21,0.11,0,0,-9999,52,41,-9999
1948,10,22,0,0,0,-9999,69,43,-9999
1948,10,23,0,0,0,-9999,64,44,-9999
1948,10,24,0,0,0,-9999,58,39,-9999
1948,10,25,0,0,0,-9999,67,34,-9999
1948,10,26,0,0,0,-9999,62,37,-9999
1948,10,27,0,0,0,-9999,72,34,-9999
1948,10,28,0,0,0,-9999,76,39,-9999
1948,10,29,0,0,0,-9999,78,37,-9999
1948,10,30,0.08,0,0,-9999,78,41,-9999
1948,10,31,0.01,0,0,-9999,64,55,-9999
1948,11,1,0,0,0,-9999,64,52,-9999
1948,11,2,0.77,0,0,-9999,62,57,-9999
1948,11,3,0.02,0,0,-9999,61,57,-9999
1948,11,4,0,0,0,-9999,76,57,-9999
1948,11,5,1.5,0,0,-9999,73,52,-9999
1948,11,6,0,0,0,-9999,55,46,-9999
1948,11,7,0,0,0,-9999,62,37,-9999
1948,11,8,0,0,0,-9999,67,34,-9999
1948,11,9,0.71,0,0.4,-9999,65,32,-9999
1948,11,10,0,0,0,-9999,51,30,-9999
1948,11,11,0,0,0,-9999,62,30,-9999
1948,11,12,0.08,0,0,-9999,52,42,-9999
1948,11,13,0,0,0,-9999,50,30,-9999
1948,11,14,0,0,0,-9999,63,30,-9999
1948,11,15,0,0,0,-9999,67,30,-9999
1948,11,16,0.47,0,0,-9999,61,42,-9999
1948,11,17,0,0,0,-9999,61,33,-9999
1948,11,18,1.26,0,0,-9999,65,38,-9999
1948,11,19,0.15,0,0,-9999,64,40,-9999
1948,11,20,0,0,0,-9999,49,35,-9999
1948,11,21,0,0,0,-9999,58,30,-9999
1948,11,22,0.01,0,0,-9999,47,28,-9999
1948,11,23,0,0,0,-9999,45,24,-9999
1948,11,24,0,0,0,-9999,47,23,-9999
1948,11,25,0,0,0,-9999,62,32,-9999
1948,11,26,0.56,0,0,-9999,56,40,-9999
1948,11,27,0,0,0,-9999,53,31,-9999
1948,11,28,0.61,0,0,-9999,47,33,-9999
1948,11,29,0,0,0,-9999,47,33,-9999
1948,11,30,0,0,0,-9999,52,31,-9999
1948,12,1,0,0,0,-9999,50,27,-9999
1948,12,2,0,0,0,-9999,55,32,-9999
1948,12,3,0,0,0,-9999,60,39,-9999
1948,12,4,0,0,0,-9999,60,45,-9999
1948,12,5,0.47,0,0,-9999,62,39,-9999
1948,12,6,0,0,0,-9999,52,34,-9999
1948,12,7,0,0,0,-9999,52,29,-9999
1948,12,8,0,0,0,-9999,37,23,-9999
1948,12,9,0,0,0,-9999,44,26,-9999
1948,12,10,0,0,0,-9999,35,22,-9999
1948,12,11,0,0,0,-9999,52,23,-9999
1948,12,12,0,0,0,-9999,68,45,-9999
1948,12,13,0,0,0,-9999,60,43,-9999
1948,12,14,1.07,0,0,-9999,65,52,-9999
1948,12,15,0.75,0,0,-9999,68,64,-9999
1948,12,16,0.01,0,0,-9999,64,35,-9999
1948,12,17,0,0,0,-9999,43,30,-9999
1948,12,18,0.15,0,0,-9999,39,33,-9999
1948,12,19,0,0,0,-9999,37,33,-9999
1948,12,20,0,0,0,-9999,48,32,-9999
1948,12,21,0,0,0,-9999,56,36,-9999
1948,12,22,0,0,0,-9999,40,30,-9999
1948,12,23,0,0,0,-9999,40,28,-9999
1948,12,24,0.07,0,0.7,-9999,34,28,-9999
1948,12,25,0,0,0,-9999,30,15,-9999
1948,12,26,0,0,0,-9999,30,10,-9999
1948,12,27,0,0,0,-9999,41,17,-9999
1948,12,28,0.89,0,0,-9999,49,30,-9999
1948,12,29,0.2,0,0,-9999,51,33,-9999
1948,12,30,0,0,0,-9999,36,26,-9999
1948,12,31,0,0,0,-9999,39,25,-9999
1949,1,1,0,0,0,-9999,29,27,-9999
1949,1,2,0,0,0.1,-9999,40,28,-9999
1949,1,3,0.35,0,0,-9999,52,39,-9999
1949,1,4,1.9,0,0,-9999,61,46,-9999
1949,1,5,0.2,0,0,-9999,47,34,-9999
1949,1,6,0,0,0,-9999,46,31,-9999
1949,1,7,0,0,0,-9999,57,33,-9999
1949,1,8,0,0,0,-9999,62,47,-9999
1949,1,9,0,0,0,-9999,62,43,-9999
1949,1,10,0,0,0,-9999,47,42,-9999
1949,1,11,0.01,0,0,-9999,43,36,-9999
1949,1,12,0,0,0,-9999,37,34,-9999
1949,1,13,0,0,0,-9999,44,34,-9999
1949,1,14,0,0,0,-9999,47,38,-9999
1949,1,15,0,0,0,-9999,70,45,-9999
1949,1,16,0.89,0,0,-9999,60,35,-9999
1949,1,17,0.03,0,0,-9999,35,25,-9999
1949,1,18,1.48,0,0,-9999,67,29,-9999
1949,1,19,0,0,0,-9999,39,21,-9999
1949,1,20,0,0,0,-9999,38,18,-9999
1949,1,21,0.44,0,0,-9999,42,30,-9999
1949,1,22,0,0,0,-9999,39,34,-9999
1949,1,23,1,0,0,-9999,63,37,-9999
1949,1,24,1.05,0,0,-9999,64,36,-9999
1949,1,25,0.27,0,0,-9999,40,34,-9999
1949,1,26,0.15,0,0,-9999,39,35,-9999
1949,1,27,0.9,0,0,-9999,63,37,-9999
1949,1,28,0,0,0,-9999,47,18,-9999
1949,1,29,0,0,0,-9999,18,9,-9999
1949,1,30,0,0,0.1,-9999,22,7,-9999
1949,1,31,0.17,2,2.5,-9999,28,9,-9999
1949,2,1,0,0,0,-9999,36,8,-9999
1949,2,2,0,0,0,-9999,39,12,-9999
1949,2,3,0.17,0,0,-9999,42,25,-9999
1949,2,4,0,0,0,-9999,39,29,-9999
1949,2,5,0,0,0,-9999,30,23,-9999
1949,2,6,0,0,0,-9999,48,23,-9999
1949,2,7,0,0,0,-9999,40,21,-9999
1949,2,8,0,0,0,-9999,64,34,-9999
1949,2,9,0,0,0,-9999,46,30,-9999
1949,2,10,0,0,0,-9999,37,21,-9999
1949,2,11,0,0,0,-9999,49,20,-9999
1949,2,12,0,0,0,-9999,64,39,-9999
1949,2,13,0.84,0,0,-9999,62,41,-9999
1949,2,14,1.35,0,0,-9999,68,38,-9999
1949,2,15,0.86,0,0,-9999,68,33,-9999
1949,2,16,0,0,0,-9999,50,26,-9999
1949,2,17,0,0,0,-9999,50,24,-9999
1949,2,18,0,0,0,-9999,62,32,-9999
1949,2,19,0.04,0,0,-9999,54,38,-9999
1949,2,20,0,0,0,-9999,48,35,-9999
1949,2,21,0,0,0,-9999,53,33,-9999
1949,2,22,0,0,0,-9999,51,36,-9999
1949,2,23,0,0,0,-9999,49,35,-9999
1949,2,24,0.19,0,0,-9999,52,36,-9999
1949,2,25,0,0,0,-9999,36,33,-9999
1949,2,26,0,0,0,-9999,52,30,-9999
1949,2,27,0.06,0,0,-9999,47,28,-9999
1949,2,28,0,0,0,-9999,34,23,-9999
1949,3,1,0,0,0,-9999,36,18,-9999
1949,3,2,0,0,0,-9999,49,20,-9999
1949,3,3,0,0,0,-9999,50,26,-9999
1949,3,4,0,0,0,-9999,65,28,-9999
1949,3,5,0.13,0,0,-9999,73,49,-9999
1949,3,6,0,0,0,-9999,50,29,-9999
1949,3,7,0,0,0,-9999,45,22,-9999
1949,3,8,0.11,0,0,-9999,54,39,-9999
1949,3,9,2.06,0,0,-9999,52,43,-9999
1949,3,10,0.81,0,3.6,-9999,43,31,-9999
1949,3,11,0,0,0,-9999,37,26,-9999
1949,3,12,0,0,0,-9999,39,24,-9999
1949,3,13,0,0,0,-9999,47,31,-9999
1949,3,14,0,0,0,-9999,51,26,-9999
1949,3,15,0.09,0,0.7,-9999,32,21,-9999
1949,3,16,0.12,0,0,-9999,41,20,-9999
1949,3,17,1.18,0,1.5,-9999,42,32,-9999
1949,3,18,0.01,0,0,-9999,40,29,-9999
1949,3,19,0,0,0,-9999,41,24,-9999
1949,3,20,0,0,0,-9999,63,32,-9999
1949,3,21,0.03,0,0,-9999,70,44,-9999
1949,3,22,0.17,0,0,-9999,62,43,-9999
1949,3,23,0,0,0,-9999,50,39,-9999
1949,3,24,0,0,0,-9999,76,40,-9999
1949,3,25,0.09,0,0,-9999,76,59,-9999
1949,3,26,2.94,0,0,-9999,76,61,-9999
1949,3,27,0,0,0,-9999,68,49,-9999
1949,3,28,0,0,0,-9999,71,43,-9999
1949,3,29,0,0,0,-9999,72,43,-9999
1949,3,30,0.76,0,0,-9999,68,51,-9999
1949,3,31,0,0,0,-9999,65,45,-9999
1949,4,1,0,0,0,-9999,45,42,-9999
1949,4,2,0,0,0,-9999,55,42,-9999
1949,4,3,0,0,0,-9999,52,39,-9999
1949,4,4,0,0,0,-9999,60,33,-9999
1949,4,5,0.07,0,0,-9999,52,44,-9999
1949,4,6,0,0,0,-9999,64,39,-9999
1949,4,7,0.27,0,0,-9999,67,46,-9999
1949,4,8,0,0,0,-9999,60,41,-9999
1949,4,9,0,0,0,-9999,62,34,-9999
1949,4,10,0.01,0,0,-9999,60,46,-9999
1949,4,11,0.11,0,0,-9999,62,43,-9999
1949,4,12,0,0,0,-9999,70,50,-9999
1949,4,13,0,0,0,-9999,77,55,-9999
1949,4,14,0.84,0,0,-9999,73,47,-9999
1949,4,15,0,0,0,-9999,47,34,-9999
1949,4,16,0,0,0,-9999,50,34,-9999
1949,4,17,0,0,0,-9999,69,41,-9999
1949,4,18,0,0,0,-9999,46,36,-9999
1949,4,19,0,0,0,-9999,58,34,-9999
1949,4,20,0,0,0,-9999,62,33,-9999
1949,4,21,0.01,0,0,-9999,62,50,-9999
1949,4,22,0,0,0,-9999,78,59,-9999
1949,4,23,0,0,0,-9999,75,53,-9999
1949,4,24,0,0,0,-9999,62,44,-9999
1949,4,25,0,0,0,-9999,77,36,-9999
1949,4,26,0.35,0,0,-9999,71,55,-9999
1949,4,27,1.05,0,0,-9999,72,60,-9999
1949,4,28,0,0,0,-9999,71,51,-9999
1949,4,29,0,0,0,-9999,75,49,-9999
1949,4,30,0.02,0,0,-9999,63,56,-9999
1949,5,1,0.03,0,0,-9999,73,58,-9999
1949,5,2,0,0,0,-9999,82,47,-9999
1949,5,3,0,0,0,-9999,87,52,-9999
1949,5,4,0,0,0,-9999,89,55,-9999
1949,5,5,0,0,0,-9999,89,56,-9999
1949,5,6,0,0,0,-9999,91,57,-9999
1949,5,7,0,0,0,-9999,73,58,-9999
1949,5,8,0,0,0,-9999,79,54,-9999
1949,5,9,1.82,0,0,-9999,78,59,-9999
1949,5,10,0.45,0,0,-9999,68,50,-9999
1949,5,11,0,0,0,-9999,67,43,-9999
1949,5,12,0,0,0,-9999,76,45,-9999
1949,5,13,0,0,0,-9999,81,52,-9999
1949,5,14,0,0,0,-9999,85,55,-9999
1949,5,15,0,0,0,-9999,86,55,-9999
1949,5,16,0,0,0,-9999,84,61,-9999
1949,5,17,0,0,0,-9999,87,61,-9999
1949,5,18,0,0,0,-9999,87,63,-9999
1949,5,19,0,0,0,-9999,83,63,-9999
1949,5,20,0,0,0,-9999,81,60,-9999
1949,5,21,0.88,0,0,-9999,81,59,-9999
1949,5,22,0,0,0,-9999,72,60,-9999
1949,5,23,0,0,0,-9999,80,55,-9999
1949,5,24,0.21,0,0,-9999,68,48,-9999
1949,5,25,0.15,0,0,-9999,71,44,-9999
1949,5,26,0,0,0,-9999,68,49,-9999
1949,5,27,0,0,0,-9999,74,44,-9999
1949,5,28,0,0,0,-9999,75,48,-9999
1949,5,29,0,0,0,-9999,77,51,-9999
1949,5,30,0,0,0,-9999,72,57,-9999
1949,5,31,0,0,0,-9999,86,59,-9999
1949,6,1,0,0,0,-9999,86,61,-9999
1949,6,2,0,0,0,-9999,90,61,-9999
1949,6,3,0,0,0,-9999,91,62,-9999
1949,6,4,0,0,0,-9999,90,66,-9999
1949,6,5,0.11,0,0,-9999,87,59,-9999
1949,6,6,0,0,0,-9999,87,56,-9999
1949,6,7,0,0,0,-9999,87,64,-9999
1949,6,8,0,0,0,-9999,81,58,-9999
1949,6,9,0,0,0,-9999,86,57,-9999
1949,6,10,0.3,0,0,-9999,80,70,-9999
1949,6,11,0.5,0,0,-9999,85,69,-9999
1949,6,12,0.09,0,0,-9999,81,68,-9999
1949,6,13,0.46,0,0,-9999,82,71,-9999
1949,6,14,0.05,0,0,-9999,80,71,-9999
1949,6,15,0.46,0,0,-9999,71,64,-9999
1949,6,16,0.07,0,0,-9999,70,61,-9999
1949,6,17,0.31,0,0,-9999,80,66,-9999
1949,6,18,0.25,0,0,-9999,82,67,-9999
1949,6,19,0.21,0,0,-9999,85,65,-9999
1949,6,20,0.13,0,0,-9999,85,66,-9999
1949,6,21,0.23,0,0,-9999,84,69,-9999
1949,6,22,0,0,0,-9999,85,65,-9999
1949,6,23,0,0,0,-9999,87,62,-9999
1949,6,24,0.64,0,0,-9999,91,66,-9999
1949,6,25,0,0,0,-9999,88,75,-9999
