Year,Month,Day,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,TOBS
1959,2,5,0,0,0,-9999,33,25,-9999
1959,2,6,0,0,0,-9999,40,17,-9999
1959,2,7,0,0,0,-9999,55,27,-9999
1959,2,8,0,0,0,-9999,53,45,-9999
1959,2,9,0.32,0,0,-9999,67,46,-9999
1959,2,10,0.15,0,0,-9999,68,26,-9999
1959,2,11,0,0,0,-9999,38,22,-9999
1959,2,12,0.25,0,0,-9999,49,26,-9999
1959,2,13,0.09,0,0,-9999,56,47,-9999
1959,2,14,0.54,0,0,-9999,59,33,-9999
1959,2,15,0,0,0,-9999,34,30,-9999
1959,2,16,0,0,0,-9999,49,29,-9999
1959,2,17,0.01,0,0,-9999,60,38,-9999
1959,2,18,0,0,0,-9999,39,19,-9999
1959,2,19,0,0,0,-9999,24,12,-9999
1959,2,20,0,0,0,-9999,26,13,-9999
1959,2,21,0,0,0,-9999,44,19,-9999
1959,2,22,0.74,0,0,-9999,42,25,-9999
1959,2,23,0.08,0,0,-9999,50,36,-9999
1959,2,24,0,0,0,-9999,48,28,-9999
1959,2,25,0,0,0,-9999,53,24,-9999
1959,2,26,0,0,0,-9999,62,33,-9999
1959,2,27,0,0,0,-9999,67,39,-9999
1959,2,28,0.36,0,0,-9999,53,34,-9999
1959,3,1,0,0,0,-9999,45,26,-9999
1959,3,2,0,0,0,-9999,60,27,-9999
1959,3,3,0,0,0,-9999,50,30,-9999
1959,3,4,0,0,0,-9999,60,25,-9999
1959,3,5,0.38,0,0,-9999,57,42,-9999
1959,3,6,0,0,0,-9999,43,32,-9999
1959,3,7,0,0,0,-9999,45,27,-9999
1959,3,8,0.14,0,0,-9999,60,29,-9999
1959,3,9,0.2,0,0,-9999,45,35,-9999
1959,3,10,0.01,0,0,-9999,46,34,-9999
1959,3,11,0.58,0,0,-9999,40,32,-9999
1959,3,12,0,0,0,-9999,45,31,-9999
1959,3,13,0,0,0,-9999,65,27,-9999
1959,3,14,0,0,0,-9999,65,48,-9999
1959,3,15,0.01,0,0,-9999,60,32,-9999
1959,3,16,0,0,0,-9999,47,23,-9999
1959,3,17,0,0,0,-9999,41,25,-9999
1959,3,18,0,0,0,-9999,52,21,-9999
1959,3,19,0,0,0,-9999,68,35,-9999
1959,3,20,0.01,0,0,-9999,63,44,-9999
1959,3,21,0,0,0,-9999,49,30,-9999
1959,3,22,0,0,0,-9999,47,23,-9999
1959,3,23,0,0,0,-9999,67,25,-9999
1959,3,24,0,0,0,-9999,76,32,-9999
1959,3,25,0,0,0,-9999,79,46,-9999
1959,3,26,0.83,0,0,-9999,73,53,-9999
1959,3,27,0,0,0,-9999,53,32,-9999
1959,3,28,0,0,0,-9999,52,30,-9999
1959,3,29,0.18,0,0,-9999,49,39,-9999
1959,3,30,0,0,0,-9999,63,41,-9999
1959,3,31,0,0,0,-9999,78,50,-9999
1959,4,1,0.24,0,0,-9999,73,46,-9999
1959,4,2,0,0,0,-9999,65,41,-9999
1959,4,3,0,0,0,-9999,67,43,-9999
1959,4,4,0,0,0,-9999,66,38,-9999
1959,4,5,0,0,0,-9999,79,47,-9999
1959,4,6,0,0,0,-9999,69,40,-9999
1959,4,7,0,0,0,-9999,84,50,-9999
1959,4,8,0.24,0,0,-9999,78,49,-9999
1959,4,9,0.03,0,0,-9999,49,41,-9999
1959,4,10,0.01,0,0,-9999,52,42,-9999
1959,4,11,0,0,0,-9999,54,34,-9999
1959,4,12,0.04,0,0,-9999,47,38,-9999
1959,4,13,0,0,0,-9999,53,37,-9999
1959,4,14,0,0,0,-9999,64,36,-9999
1959,4,15,0,0,0,-9999,70,35,-9999
1959,4,16,0,0,0,-9999,74,40,-9999
1959,4,17,0,0,0,-9999,80,56,-9999
1959,4,18,0.18,0,0,-9999,70,60,-9999
1959,4,19,0,0,0,-9999,69,54,-9999
1959,4,20,0.05,0,0,-9999,56,45,-9999
1959,4,21,0,0,0,-9999,58,42,-9999
1959,4,22,0,0,0,-9999,60,38,-9999
1959,4,23,0,0,0,-9999,68,33,-9999
1959,4,24,0,0,0,-9999,77,43,-9999
1959,4,25,0,0,0,-9999,80,59,-9999
1959,4,26,0,0,0,-9999,80,60,-9999
1959,4,27,0,0,0,-9999,73,65,-9999
1959,4,28,0.31,0,0,-9999,67,52,-9999
1959,4,29,0,0,0,-9999,80,43,-9999
1959,4,30,0,0,0,-9999,87,49,-9999
1959,5,1,0,0,0,-9999,86,57,-9999
1959,5,2,0,0,0,-9999,91,61,-9999
1959,5,3,0,0,0,-9999,89,61,-9999
1959,5,4,0,0,0,-9999,91,59,-9999
1959,5,5,0,0,0,-9999,93,64,-9999
1959,5,6,0,0,0,-9999,86,66,-9999
1959,5,7,0,0,0,-9999,72,55,-9999
1959,5,8,0,0,0,-9999,74,49,-9999
1959,5,9,0.15,0,0,-9999,82,57,-9999
1959,5,10,0.09,0,0,-9999,85,64,-9999
1959,5,11,0.06,0,0,-9999,84,66,-9999
1959,5,12,3.15,0,0,-9999,72,64,-9999
1959,5,13,0.11,0,0,-9999,73,54,-9999
1959,5,14,0,0,0,-9999,56,48,-9999
1959,5,15,0,0,0,-9999,58,44,-9999
1959,5,16,0,0,0,-9999,67,39,-9999
1959,5,17,0.22,0,0,-9999,58,48,-9999
1959,5,18,0.87,0,0,-9999,74,54,-9999
1959,5,19,0,0,0,-9999,85,64,-9999
1959,5,20,0.71,0,0,-9999,77,67,-9999
1959,5,21,1.15,0,0,-9999,84,66,-9999
1959,5,22,0.47,0,0,-9999,79,63,-9999
1959,5,23,0,0,0,-9999,76,60,-9999
1959,5,24,0,0,0,-9999,74,54,-9999
1959,5,25,0.02,0,0,-9999,84,61,-9999
1959,5,26,0.09,0,0,-9999,82,67,-9999
1959,5,27,0.71,0,0,-9999,74,62,-9999
1959,5,28,0,0,0,-9999,85,60,-9999
1959,5,29,0,0,0,-9999,88,67,-9999
1959,5,30,0,0,0,-9999,84,68,-9999
1959,5,31,0,0,0,-9999,78,65,-9999
1959,6,1,0,0,0,-9999,84,67,-9999
1959,6,2,0,0,0,-9999,74,57,-9999
1959,6,3,0,0,0,-9999,77,54,-9999
1959,6,4,0,0,0,-9999,81,53,-9999
1959,6,5,0,0,0,-9999,83,59,-9999
1959,6,6,0,0,0,-9999,84,60,-9999
1959,6,7,0,0,0,-9999,88,60,-9999
1959,6,8,0,0,0,-9999,89,62,-9999
1959,6,9,0,0,0,-9999,81,64,-9999
1959,6,10,1.25,0,0,-9999,81,67,-9999
1959,6,11,0.01,0,0,-9999,85,70,-9999
1959,6,12,0,0,0,-9999,90,71,-9999
1959,6,13,0,0,0,-9999,78,57,-9999
1959,6,14,0,0,0,-9999,76,53,-9999
1959,6,15,0,0,0,-9999,82,52,-9999
1959,6,16,0,0,0,-9999,88,59,-9999
1959,6,17,0,0,0,-9999,83,64,-9999
1959,6,18,0,0,0,-9999,78,58,-9999
1959,6,19,0,0,0,-9999,81,58,-9999
1959,6,20,0,0,0,-9999,88,58,-9999
1959,6,21,0,0,0,-9999,90,67,-9999
1959,6,22,1.04,0,0,-9999,86,69,-9999
1959,6,23,0,0,0,-9999,86,68,-9999
1959,6,24,0.7,0,0,-9999,83,69,-9999
1959,6,25,0,0,0,-9999,90,73,-9999
1959,6,26,0.24,0,0,-9999,88,72,-9999
1959,6,27,0,0,0,-9999,92,72,-9999
1959,6,28,0,0,0,-9999,93,76,-9999
1959,6,29,0,0,0,-9999,93,72,-9999
1959,6,30,0,0,0,-9999,94,74,-9999
1959,7,1,0.03,0,0,-9999,90,61,-9999
1959,7,2,0,0,0,-9999,75,55,-9999
1959,7,3,0,0,0,-9999,85,56,-9999
1959,7,4,0,0,0,-9999,87,59,-9999
1959,7,5,0.62,0,0,-9999,82,67,-9999
1959,7,6,0,0,0,-9999,86,65,-9999
1959,7,7,0,0,0,-9999,88,61,-9999
1959,7,8,0,0,0,-9999,92,61,-9999
1959,7,9,0,0,0,-9999,88,66,-9999
1959,7,10,0,0,0,-9999,88,62,-9999
1959,7,11,0.34,0,0,-9999,90,60,-9999
1959,7,12,0,0,0,-9999,82,59,-9999
1959,7,13,0,0,0,-9999,87,57,-9999
1959,7,14,0,0,0,-9999,89,64,-9999
1959,7,15,0,0,0,-9999,90,70,-9999
1959,7,16,0,0,0,-9999,89,72,-9999
1959,7,17,0.25,0,0,-9999,90,71,-9999
1959,7,18,1.93,0,0,-9999,87,69,-9999
1959,7,19,0,0,0,-9999,89,67,-9999
1959,7,20,0,0,0,-9999,87,64,-9999
1959,7,21,0.01,0,0,-9999,89,67,-9999
1959,7,22,0.05,0,0,-9999,85,71,-9999
1959,7,23,0.13,0,0,-9999,85,73,-9999
1959,7,24,0.04,0,0,-9999,85,71,-9999
1959,7,25,0.56,0,0,-9999,80,69,-9999
1959,7,26,0.15,0,0,-9999,90,71,-9999
1959,7,27,0.73,0,0,-9999,88,71,-9999
1959,7,28,0.05,0,0,-9999,91,71,-9999
1959,7,29,0,0,0,-9999,94,73,-9999
1959,7,30,0.55,0,0,-9999,95,74,-9999
1959,7,31,0,0,0,-9999,90,73,-9999
1959,8,1,0,0,0,-9999,88,69,-9999
1959,8,2,0,0,0,-9999,88,67,-9999
1959,8,3,0,0,0,-9999,92,69,-9999
1959,8,4,0.62,0,0,-9999,83,72,-9999
1959,8,5,0.6,0,0,-9999,87,71,-9999
1959,8,6,1.79,0,0,-9999,78,71,-9999
1959,8,7,0.01,0,0,-9999,86,67,-9999
1959,8,8,0,0,0,-9999,76,64,-9999
1959,8,9,0,0,0,-9999,80,64,-9999
1959,8,10,0,0,0,-9999,84,61,-9999
1959,8,11,0,0,0,-9999,86,63,-9999
1959,8,12,0,0,0,-9999,88,64,-9999
1959,8,13,0,0,0,-9999,91,65,-9999
1959,8,14,0,0,0,-9999,88,69,-9999
1959,8,15,0,0,0,-9999,89,72,-9999
1959,8,16,0.43,0,0,-9999,88,70,-9999
1959,8,17,1.95,0,0,-9999,81,69,-9999
1959,8,18,0,0,0,-9999,91,69,-9999
1959,8,19,0,0,0,-9999,89,70,-9999
1959,8,20,0,0,0,-9999,91,71,-9999
1959,8,21,0,0,0,-9999,93,71,-9999
1959,8,22,0,0,0,-9999,93,72,-9999
1959,8,23,0,0,0,-9999,94,72,-9999
1959,8,24,0,0,0,-9999,94,73,-9999
1959,8,25,0,0,0,-9999,92,74,-9999
1959,8,26,0,0,0,-9999,91,75,-9999
1959,8,27,0.1,0,0,-9999,87,73,-9999
1959,8,28,1.68,0,0,-9999,87,72,-9999
1959,8,29,0,0,0,-9999,91,72,-9999
1959,8,30,0,0,0,-9999,90,72,-9999
1959,8,31,0,0,0,-9999,90,71,-9999
1959,9,1,0.19,0,0,-9999,81,71,-9999
1959,9,2,0,0,0,-9999,82,65,-9999
1959,9,3,0,0,0,-9999,83,59,-9999
1959,9,4,0,0,0,-9999,89,61,-9999
1959,9,5,0,0,0,-9999,89,65,-9999
1959,9,6,0,0,0,-9999,88,69,-9999
1959,9,7,0,0,0,-9999,91,70,-9999
1959,9,8,0,0,0,-9999,90,71,-9999
1959,9,9,0.28,0,0,-9999,89,69,-9999
1959,9,10,0.02,0,0,-9999,71,54,-9999
1959,9,11,0,0,0,-9999,72,50,-9999
1959,9,12,0,0,0,-9999,75,52,-9999
1959,9,13,0,0,0,-9999,80,55,-9999
1959,9,14,0,0,0,-9999,81,52,-9999
1959,9,15,0,0,0,-9999,83,53,-9999
1959,9,16,0,0,0,-9999,71,51,-9999
1959,9,17,0,0,0,-9999,69,47,-9999
1959,9,18,0,0,0,-9999,72,50,-9999
1959,9,19,0,0,0,-9999,80,49,-9999
1959,9,20,0,0,0,-9999,83,59,-9999
1959,9,21,0,0,0,-9999,86,60,-9999
1959,9,22,0,0,0,-9999,89,64,-9999
1959,9,23,0,0,0,-9999,88,62,-9999
1959,9,24,0,0,0,-9999,88,58,-9999
1959,9,25,0,0,0,-9999,86,61,-9999
1959,9,26,0.99,0,0,-9999,75,66,-9999
1959,9,27,0.08,0,0,-9999,86,67,-9999
1959,9,28,0.17,0,0,-9999,88,67,-9999
1959,9,29,0.15,0,0,-9999,75,60,-9999
1959,9,30,0,0,0,-9999,77,56,-9999
1959,10,1,0,0,0,-9999,77,52,-9999
1959,10,2,0,0,0,-9999,84,54,-9999
1959,10,3,0,0,0,-9999,89,62,-9999
1959,10,4,0.02,0,0,-9999,89,66,-9999
1959,10,5,0.36,0,0,-9999,85,69,-9999
1959,10,6,0.13,0,0,-9999,78,63,-9999
1959,10,7,0,0,0,-9999,78,55,-9999
1959,10,8,0,0,0,-9999,81,54,-9999
1959,10,9,0,0,0,-9999,67,40,-9999
1959,10,10,0.46,0,0,-9999,84,42,-9999
1959,10,11,0,0,0,-9999,67,44,-9999
1959,10,12,0.09,0,0,-9999,64,37,-9999
1959,10,13,0.97,0,0,-9999,55,46,-9999
1959,10,14,0,0,0,-9999,57,40,-9999
1959,10,15,0,0,0,-9999,65,35,-9999
1959,10,16,0,0,0,-9999,74,39,-9999
1959,10,17,0,0,0,-9999,63,38,-9999
1959,10,18,0,0,0,-9999,61,34,-9999
1959,10,19,0,0,0,-9999,70,33,-9999
1959,10,20,0,0,0,-9999,75,38,-9999
1959,10,21,0,0,0,-9999,75,42,-9999
1959,10,22,0,0,0,-9999,76,44,-9999
1959,10,23,0.44,0,0,-9999,69,53,-9999
1959,10,24,0.13,0,0,-9999,53,44,-9999
1959,10,25,0.04,0,0,-9999,51,40,-9999
1959,10,26,0.12,0,0,-9999,54,43,-9999
1959,10,27,0.04,0,0,-9999,49,35,-9999
1959,10,28,0,0,0,-9999,56,29,-9999
1959,10,29,0,0,0,-9999,65,34,-9999
1959,10,30,0,0,0,-9999,65,56,-9999
1959,10,31,0,0,0,-9999,69,58,-9999
1959,11,1,0,0,0,-9999,64,48,-9999
1959,11,2,0,0,0,-9999,55,34,-9999
1959,11,3,0.12,0,0,-9999,60,34,-9999
1959,11,4,0.2,0,0,-9999,65,58,-9999
1959,11,5,0,0,0,-9999,76,35,-9999
1959,11,6,0,0,0,-9999,36,27,-9999
1959,11,7,0,0,0,-9999,41,26,-9999
1959,11,8,0,0,0,-9999,47,23,-9999
1959,11,9,0,0,0,-9999,56,24,-9999
1959,11,10,0,0,0,-9999,66,34,-9999
1959,11,11,0.04,0,0,-9999,56,33,-9999
1959,11,12,0.08,0,0,-9999,58,31,-9999
1959,11,13,0.13,0,0,-9999,73,38,-9999
1959,11,14,0.59,0,0,-9999,38,28,-9999
1959,11,15,0,0,0,-9999,42,25,-9999
1959,11,16,0.01,0,0,-9999,44,22,-9999
1959,11,17,0,0,0,-9999,23,10,-9999
1959,11,18,0,0,0,-9999,38,12,-9999
1959,11,19,0,0,0,-9999,54,25,-9999
1959,11,20,0,0,0,-9999,57,29,-9999
1959,11,21,0,0,0,-9999,63,31,-9999
1959,11,22,0,0,0,-9999,63,27,-9999
1959,11,23,0,0,0,-9999,65,47,-9999
1959,11,24,0.07,0,0,-9999,53,35,-9999
1959,11,25,0,0,0,-9999,38,30,-9999
1959,11,26,0.1,0,0,-9999,47,32,-9999
1959,11,27,0,0,0,-9999,33,24,-9999
1959,11,28,0,0,0,-9999,30,20,-9999
1959,11,29,0,0,0,-9999,34,19,-9999
1959,11,30,0,0,0,-9999,45,23,-9999
1959,12,1,0,0,0,-9999,54,30,-9999
1959,12,2,0.02,0,0,-9999,42,30,-9999
1959,12,3,0,0,0,-9999,50,22,-9999
1959,12,4,0,0,0,-9999,58,33,-9999
1959,12,5,0.16,0,0,-9999,48,35,-9999
1959,12,6,0,0,0,-9999,36,23,-9999
1959,12,7,0,0,0,-9999,37,21,-9999
1959,12,8,0,0,0,-9999,48,23,-9999
1959,12,9,0,0,0,-9999,52,18,-9999
1959,12,10,0.02,0,0,-9999,49,23,-9999
1959,12,11,0.9,0,0,-9999,54,47,-9999
1959,12,12,0.76,0,0,-9999,52,38,-9999
1959,12,13,0,0,0,-9999,39,36,-9999
1959,12,14,0,0,0,-9999,46,32,-9999
1959,12,15,0,0,0,-9999,55,31,-9999
1959,12,16,0.09,0,0,-9999,53,39,-9999
1959,12,17,1.08,0,0,-9999,53,47,-9999
1959,12,18,0,0,0,-9999,51,32,-9999
1959,12,19,0,0,0,-9999,41,28,-9999
1959,12,20,0,0,0,-9999,40,27,-9999
1959,12,21,0,0,0,-9999,35,26,-9999
1959,12,22,0,0,0,-9999,41,25,-9999
1959,12,23,0,0,0,-9999,47,31,-9999
1959,12,24,0,0,0,-9999,48,40,-9999
1959,12,25,0,0,0,-9999,54,31,-9999
1959,12,26,0.02,0,0,-9999,57,51,-9999
1959,12,27,0.81,0,0,-9999,66,50,-9999
1959,12,28,0.02,0,0,-9999,51,36,-9999
1959,12,29,0.01,0,0,-9999,39,34,-9999
1959,12,30,0,0,0,-9999,36,27,-9999
1959,12,31,0,0,0,-9999,35,23,-9999
1960,1,1,0,0,0,-9999,42,26,-9999
1960,1,2,0.3,0,0,-9999,45,36,-9999
1960,1,3,0,0,0,-9999,36,25,-9999
1960,1,4,0,0,0,-9999,31,23,-9999
1960,1,5,0,0,0,-9999,31,27,-9999
1960,1,6,0,0,0,-9999,39,25,-9999
1960,1,7,0,0,0,-9999,38,30,-9999
1960,1,8,0,0,0,-9999,49,30,-9999
1960,1,9,0,0,0,-9999,58,28,-9999
1960,1,10,0,0,0,-9999,61,42,-9999
1960,1,11,0,0,0,-9999,63,46,-9999
1960,1,12,0.07,0,0,-9999,69,50,-9999
1960,1,13,0,0,0,-9999,65,50,-9999
1960,1,14,1.1,0,0,-9999,64,50,-9999
1960,1,15,0,0,0,-9999,57,32,-9999
1960,1,16,0,0,0,-9999,38,26,-9999
1960,1,17,0.15,0,0,-9999,39,32,-9999
1960,1,18,0.08,0,0.5,-9999,42,30,-9999
1960,1,19,0,0,0,-9999,30,21,-9999
1960,1,20,0,0,0,-9999,29,18,-9999
1960,1,21,0,0,0,-9999,27,16,-9999
1960,1,22,0,0,0,-9999,21,14,-9999
1960,1,23,0,0,0,-9999,30,15,-9999
1960,1,24,0,0,0,-9999,33,16,-9999
1960,1,25,0,0,0,-9999,48,18,-9999
1960,1,26,0.04,0,0,-9999,52,25,-9999
1960,1,27,0.15,0,0,-9999,47,37,-9999
1960,1,28,0,0,0,-9999,40,35,-9999
1960,1,29,0,0,0,-9999,42,34,-9999
1960,1,30,0,0,0,-9999,39,30,-9999
1960,1,31,0,0,0,-9999,45,27,-9999
1960,2,1,0,0,0,-9999,39,27,-9999
1960,2,2,0,0,0,-9999,40,32,-9999
1960,2,3,0,0,0,-9999,46,30,-9999
1960,2,4,0.16,0,0,-9999,54,38,-9999
1960,2,5,0.79,0,0,-9999,50,40,-9999
1960,2,6,0,0,0,-9999,41,33,-9999
1960,2,7,0,0,0,-9999,39,26,-9999
1960,2,8,0,0,0,-9999,54,28,-9999
1960,2,9,0.63,0,0,-9999,62,35,-9999
1960,2,10,0.08,0,0,-9999,61,30,-9999
1960,2,11,0.03,0,0.3,-9999,32,25,-9999
1960,2,12,0,0,0,-9999,32,22,-9999
1960,2,13,0,0,0,-9999,31,26,-9999
1960,2,14,0,0,0,-9999,34,20,-9999
1960,2,15,0,0,0,-9999,44,20,-9999
1960,2,16,0.01,0,0.1,-9999,38,32,-9999
1960,2,17,0,0,0,-9999,38,31,-9999
1960,2,18,0,0,0,-9999,36,25,-9999
1960,2,19,0,0,0,-9999,30,16,-9999
1960,2,20,0,0,0,-9999,37,15,-9999
1960,2,21,0.06,0,0.6,-9999,40,25,-9999
1960,2,22,0,0,0,-9999,36,17,-9999
1960,2,23,0,0,0,-9999,40,22,-9999
1960,2,24,0.16,0,1.4,-9999,41,33,-9999
1960,2,25,0.42,0,4.5,-9999,34,27,-9999
1960,2,26,0,3,0,-9999,31,20,-9999
1960,2,27,0.03,2,0.3,-9999,33,14,-9999
1960,2,28,0.21,3,2.1,-9999,35,22,-9999
1960,2,29,0,2,0,-9999,25,9,-9999
1960,3,1,0,2,0,-9999,27,5,-9999
1960,3,2,0.62,2,6.9,-9999,27,19,-9999
1960,3,3,0.02,8,0.2,-9999,28,16,-9999
1960,3,4,0,7,0,-9999,17,2,-9999
1960,3,5,0,6,0,-9999,21,0,-9999
1960,3,6,0,5,0,-9999,24,-9,-9999
1960,3,7,0.03,4,0.3,-9999,26,6,-9999
1960,3,8,0.35,4,4.1,-9999,31,2,-9999
1960,3,9,0.61,12,6.5,-9999,32,23,-9999
1960,3,10,0,13,0,-9999,33,23,-9999
1960,3,11,0.05,12,0.5,-9999,32,23,-9999
1960,3,12,0,12,0,-9999,30,13,-9999
1960,3,13,0,10,0,-9999,33,3,-9999
1960,3,14,0,9,0,-9999,37,3,-9999
1960,3,15,0.14,9,0,-9999,42,29,-9999
1960,3,16,0.05,5,0,-9999,42,30,-9999
1960,3,17,0,4,0,-9999,34,28,-9999
1960,3,18,0,2,0,-9999,37,21,-9999
1960,3,19,0.16,2,1.7,-9999,36,29,-9999
1960,3,20,0,1,0,-9999,38,22,-9999
1960,3,21,0,0,0,-9999,37,22,-9999
1960,3,22,0,0,0,-9999,39,24,-9999
1960,3,23,0,0,0,-9999,49,19,-9999
1960,3,24,0,0,0,-9999,47,21,-9999
1960,3,25,0,0,0,-9999,39,19,-9999
1960,3,26,0,0,0,-9999,48,31,-9999
1960,3,27,0,0,0,-9999,75,30,-9999
1960,3,28,0,0,0,-9999,79,47,-9999
1960,3,29,0,0,0,-9999,79,57,-9999
1960,3,30,0.84,0,0,-9999,63,42,-9999
1960,3,31,0,0,0,-9999,49,42,-9999
1960,4,1,0,0,0,-9999,78,42,-9999
1960,4,2,0,0,0,-9999,73,49,-9999
1960,4,3,0.02,0,0,-9999,53,42,-9999
1960,4,4,0,0,0,-9999,62,31,-9999
1960,4,5,0,0,0,-9999,51,33,-9999
1960,4,6,0,0,0,-9999,72,30,-9999
1960,4,7,0,0,0,-9999,63,42,-9999
1960,4,8,0,0,0,-9999,64,36,-9999
1960,4,9,0,0,0,-9999,41,30,-9999
1960,4,10,0,0,0,-9999,51,25,-9999
1960,4,11,0,0,0,-9999,73,38,-9999
1960,4,12,0,0,0,-9999,80,53,-9999
1960,4,13,0,0,0,-9999,79,55,-9999
1960,4,14,0,0,0,-9999,81,59,-9999
1960,4,15,0.26,0,0,-9999,77,59,-9999
1960,4,16,0,0,0,-9999,81,63,-9999
1960,4,17,0.22,0,0,-9999,74,44,-9999
1960,4,18,0,0,0,-9999,58,35,-9999
1960,4,19,0,0,0,-9999,69,35,-9999
1960,4,20,0.18,0,0,-9999,82,40,-9999
1960,4,21,1.07,0,0,-9999,75,55,-9999
1960,4,22,0,0,0,-9999,85,49,-9999
1960,4,23,0,0,0,-9999,85,59,-9999
1960,4,24,0,0,0,-9999,86,62,-9999
1960,4,25,0,0,0,-9999,86,63,-9999
1960,4,26,0,0,0,-9999,70,55,-9999
1960,4,27,0,0,0,-9999,72,46,-9999
1960,4,28,0,0,0,-9999,74,49,-9999
1960,4,29,0.62,0,0,-9999,68,52,-9999
1960,4,30,0.38,0,0,-9999,73,44,-9999
1960,5,1,0,0,0,-9999,58,36,-9999
1960,5,2,0,0,0,-9999,69,35,-9999
1960,5,3,0,0,0,-9999,76,39,-9999
1960,5,4,0,0,0,-9999,80,47,-9999
1960,5,5,0,0,0,-9999,75,60,-9999
1960,5,6,1.05,0,0,-9999,75,58,-9999
1960,5,7,0,0,0,-9999,58,42,-9999
1960,5,8,0,0,0,-9999,48,41,-9999
1960,5,9,0.04,0,0,-9999,49,36,-9999
1960,5,10,0.02,0,0,-9999,46,41,-9999
1960,5,11,0,0,0,-9999,50,41,-9999
1960,5,12,0,0,0,-9999,61,39,-9999
1960,5,13,0,0,0,-9999,69,36,-9999
1960,5,14,0,0,0,-9999,81,50,-9999
1960,5,15,0,0,0,-9999,80,54,-9999
1960,5,16,0.06,0,0,-9999,83,65,-9999
1960,5,17,0,0,0,-9999,81,59,-9999
1960,5,18,0,0,0,-9999,83,57,-9999
1960,5,19,0.6,0,0,-9999,82,66,-9999
1960,5,20,0.46,0,0,-9999,75,66,-9999
1960,5,21,0,0,0,-9999,79,57,-9999
1960,5,22,0,0,0,-9999,81,60,-9999
1960,5,23,0,0,0,-9999,83,57,-9999
1960,5,24,1.15,0,0,-9999,87,59,-9999
1960,5,25,0,0,0,-9999,86,62,-9999
1960,5,26,0.24,0,0,-9999,78,62,-9999
1960,5,27,0.03,0,0,-9999,76,57,-9999
1960,5,28,0.12,0,0,-9999,70,57,-9999
1960,5,29,0.2,0,0,-9999,81,53,-9999
1960,5,30,0,0,0,-9999,79,59,-9999
1960,5,31,0,0,0,-9999,81,54,-9999
1960,6,1,0,0,0,-9999,85,55,-9999
1960,6,2,0.03,0,0,-9999,81,58,-9999
1960,6,3,0,0,0,-9999,88,54,-9999
1960,6,4,0,0,0,-9999,91,62,-9999
1960,6,5,0,0,0,-9999,91,64,-9999
1960,6,6,0,0,0,-9999,78,60,-9999
1960,6,7,0,0,0,-9999,75,57,-9999
1960,6,8,0,0,0,-9999,78,57,-9999
1960,6,9,0,0,0,-9999,85,58,-9999
1960,6,10,0,0,0,-9999,91,62,-9999
1960,6,11,0.06,0,0,-9999,93,70,-9999
1960,6,12,0.24,0,0,-9999,89,70,-9999
1960,6,13,0.75,0,0,-9999,83,66,-9999
1960,6,14,0,0,0,-9999,73,63,-9999
1960,6,15,0,0,0,-9999,84,57,-9999
1960,6,16,0,0,0,-9999,88,67,-9999
1960,6,17,0,0,0,-9999,71,53,-9999
1960,6,18,0,0,0,-9999,78,48,-9999
1960,6,19,0,0,0,-9999,85,63,-9999
1960,6,20,0,0,0,-9999,88,66,-9999
1960,6,21,0.04,0,0,-9999,93,70,-9999
1960,6,22,0,0,0,-9999,97,76,-9999
1960,6,23,3.01,0,0,-9999,86,67,-9999
1960,6,24,0.04,0,0,-9999,79,63,-9999
1960,6,25,0,0,0,-9999,79,60,-9999
1960,6,26,0,0,0,-9999,83,59,-9999
1960,6,27,0.38,0,0,-9999,79,66,-9999
1960,6,28,1.56,0,0,-9999,84,66,-9999
1960,6,29,0.15,0,0,-9999,85,67,-9999
1960,6,30,0.1,0,0,-9999,91,68,-9999
1960,7,1,0.08,0,0,-9999,82,69,-9999
1960,7,2,0,0,0,-9999,86,64,-9999
1960,7,3,0.45,0,0,-9999,86,72,-9999
1960,7,4,0,0,0,-9999,80,65,-9999
1960,7,5,0,0,0,-9999,81,61,-9999
1960,7,6,0,0,0,-9999,86,61,-9999
1960,7,7,0,0,0,-9999,80,62,-9999
1960,7,8,0,0,0,-9999,82,58,-9999
1960,7,9,0,0,0,-9999,85,63,-9999
1960,7,10,0.24,0,0,-9999,77,68,-9999
1960,7,11,0,0,0,-9999,88,65,-9999
1960,7,12,0,0,0,-9999,89,68,-9999
1960,7,13,0.12,0,0,-9999,87,70,-9999
1960,7,14,0,0,0,-9999,78,60,-9999
1960,7,15,0,0,0,-9999,81,58,-9999
1960,7,16,0,0,0,-9999,82,57,-9999
1960,7,17,0,0,0,-9999,84,63,-9999
1960,7,18,0,0,0,-9999,86,67,-9999
1960,7,19,0,0,0,-9999,88,66,-9999
1960,7,20,0,0,0,-9999,90,67,-9999
1960,7,21,0,0,0,-9999,91,69,-9999
1960,7,22,0,0,0,-9999,89,66,-9999
1960,7,23,0,0,0,-9999,92,71,-9999
1960,7,24,0,0,0,-9999,90,70,-9999
1960,7,25,0.63,0,0,-9999,93,70,-9999
1960,7,26,0.31,0,0,-9999,87,70,-9999
1960,7,27,0,0,0,-9999,91,68,-9999
1960,7,28,0,0,0,-9999,89,67,-9999
1960,7,29,0,0,0,-9999,90,64,-9999
1960,7,30,0,0,0,-9999,89,69,-9999
1960,7,31,0,0,0,-9999,83,64,-9999
